id,common_name,observed_on,place_guess,location,quality_grade,annotation_summary,url
126987177,Atlantic Menhaden,2022-07-19 12:26:17-04:00,"Nacote Creek, Port Republic, NJ, US","[39.5162416667, -74.495645]",research,Alive or Dead: Alive,https://www.inaturalist.org/observations/126987177
126265037,Atlantic Menhaden,2022-07-14 18:00:00-04:00,"Barnegat Bay, Lavallette, NJ, US","[39.9618553977, -74.0781412207]",research,,https://www.inaturalist.org/observations/126265037
126068433,Atlantic Menhaden,2022-07-13 10:40:19-04:00,"Absecon Inlet, Brigantine, NJ, US","[39.376200704, -74.4076726142]",research,,https://www.inaturalist.org/observations/126068433
123478673,Atlantic Menhaden,2022-06-19 12:20:00-04:00,"Bay Shore Dr, Toms River, NJ, US","[39.948173792, -74.1152389619]",research,,https://www.inaturalist.org/observations/123478673
121443716,Atlantic Menhaden,2022-06-12 13:06:48-04:00,"Maurice River, NJ 08324, USA","[39.19346949, -75.01836277]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/121443716
119441571,Atlantic Menhaden,2022-05-24 14:34:22-04:00,"Thompsons Beach Rd, Heislerville, NJ, US","[39.1990331426, -74.9926398322]",research,,https://www.inaturalist.org/observations/119441571
119367927,Atlantic Menhaden,2022-05-29 13:09:00-04:00,"Cape May County, NJ, USA","[38.928567, -74.921525]",research,,https://www.inaturalist.org/observations/119367927
117226605,Atlantic Menhaden,2022-05-15 11:44:23-04:00,"Bayview Rd, Newport, NJ, US","[39.2812, -75.2416216667]",research,,https://www.inaturalist.org/observations/117226605
117174294,Atlantic Menhaden,2022-05-15 13:42:51-04:00,"Heislerville, NJ, US","[39.194838116, -75.027054241]",research,,https://www.inaturalist.org/observations/117174294
114527554,Atlantic Menhaden,2022-05-01 17:07:53-04:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5780863, -74.4554092997]",research,,https://www.inaturalist.org/observations/114527554
112320597,Atlantic Menhaden,2022-04-21 17:50:30-04:00,"NJ-35 N, Perth Amboy, NJ, US","[40.5097666667, -74.2892083333]",research,,https://www.inaturalist.org/observations/112320597
112050693,Atlantic Menhaden,2022-04-19 10:10:22-04:00,"Port Norris, NJ 08349, USA","[39.2632166969, -75.132644847]",research,,https://www.inaturalist.org/observations/112050693
109582001,Atlantic Menhaden,2022-03-18 15:32:00+00:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4748405124, -74.0055426197]",research,,https://www.inaturalist.org/observations/109582001
109547533,Atlantic Menhaden,2022-03-26 11:13:07-04:00,"Waretown, NJ 08758, USA","[39.7940916667, -74.1837833333]",research,,https://www.inaturalist.org/observations/109547533
108997360,Atlantic Menhaden,2022-03-19 16:51:45-04:00,"Ocean County, US-NJ, US","[39.8418419722, -74.0863319722]",research,,https://www.inaturalist.org/observations/108997360
108959720,Atlantic Menhaden,2022-03-19 12:29:26-04:00,"Sedge Islands, Point Pleasant Beach, NJ, US","[40.1005875122, -74.0340388131]",research,,https://www.inaturalist.org/observations/108959720
108739732,Atlantic Menhaden,2022-03-04 08:00:10-05:00,"Ocean City, Ocean City, NJ, US","[39.260512, -74.6030325]",research,,https://www.inaturalist.org/observations/108739732
108669639,Atlantic Menhaden,2022-03-15 11:27:56-04:00,"Higbee Beach, Cape May, NJ, US","[38.9658383333, -74.9634866667]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/108669639
108669318,Atlantic Menhaden,2022-03-15 11:31:35-04:00,"Higbee Beach, Cape May, NJ, US","[38.9657883333, -74.9634633333]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/108669318
108275660,Atlantic Menhaden,2022-03-05 14:14:31-05:00,"Newport, NJ, US","[39.2619475638, -75.1567819256]",research,,https://www.inaturalist.org/observations/108275660
108141715,Atlantic Menhaden,2022-03-07 18:26:03-05:00,"Nacote Creek, Port Republic, NJ, US","[39.5160509463, -74.4952171746]",research,,https://www.inaturalist.org/observations/108141715
108141664,Atlantic Menhaden,2022-03-07 18:24:33-05:00,"Nacote Creek, Port Republic, NJ, US","[39.5160633109, -74.495188617]",research,,https://www.inaturalist.org/observations/108141664
108141538,Atlantic Menhaden,2022-03-07 17:08:50-05:00,"Nacote Creek, Port Republic, NJ, US","[39.5160787762, -74.4951984865]",research,,https://www.inaturalist.org/observations/108141538
107710226,Atlantic Menhaden,2022-03-01 11:08:59-05:00,"Delaware Bay, NJ, US","[38.9314216667, -74.942405]",research,,https://www.inaturalist.org/observations/107710226
106028176,Atlantic Menhaden,2022-02-02 12:39:46-05:00,"Ocean Twp, NJ, USA","[39.7943138889, -74.1834833333]",research,,https://www.inaturalist.org/observations/106028176
106027112,Atlantic Menhaden,2022-02-02 12:20:41+00:00,"Waretown, NJ 08758, USA","[39.7940944444, -74.1834555556]",research,,https://www.inaturalist.org/observations/106027112
105293687,Atlantic Menhaden,2022-01-19 15:22:41-05:00,"Sandy Hook, Middletown Township, NJ, USA","[40.461739, -74.0055389722]",research,,https://www.inaturalist.org/observations/105293687
104191430,Atlantic Menhaden,2022-01-02 11:25:46-05:00,"Gateway National Recreation Area - Sandy Hook, Atlantic Highlands, NJ, US","[40.464205, -74.0066]",research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/104191430
103707257,Atlantic Menhaden,2021-12-26 11:16:41-05:00,"Gateway National Recreation Area - Sandy Hook, Atlantic Highlands, NJ, US","[40.4618358067, -73.9971976711]",research,,https://www.inaturalist.org/observations/103707257
103683953,Atlantic Menhaden,2021-12-24 00:56:00-05:00,"Berkeley Township, NJ, USA","[39.7643889221, -74.1041000982]",research,,https://www.inaturalist.org/observations/103683953
103158662,Atlantic Menhaden,2021-12-16 13:34:37-05:00,"Raritan Bay, Highlands, NJ, US","[40.4192466667, -73.9890533333]",research,,https://www.inaturalist.org/observations/103158662
103044139,Atlantic Menhaden,2021-12-08 11:31:00-05:00,"Cliffwood Beach, Aberdeen Township, NJ 07735, USA","[40.4520581331, -74.2231952562]",research,,https://www.inaturalist.org/observations/103044139
103001749,Atlantic Menhaden,2021-12-08 10:13:00-05:00,"Keyport, NJ 07735, USA","[40.4390104839, -74.2012524605]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/103001749
102827227,Atlantic Menhaden,2021-12-10 13:37:03-05:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4485944444, -74.0021888889]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/102827227
102770680,Atlantic Menhaden,2021-12-04 11:04:26-05:00,"Gateway National Recreation Area - Sandy Hook, Middletown, NJ, US","[40.4068133333, -73.97538]",research,,https://www.inaturalist.org/observations/102770680
102747872,Atlantic Menhaden,2021-12-04 11:03:37-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.4068083333, -73.975395]",research,,https://www.inaturalist.org/observations/102747872
102635980,Atlantic Menhaden,2021-12-04 11:05:07-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.4067783333, -73.9754033333]",research,,https://www.inaturalist.org/observations/102635980
102569636,Atlantic Menhaden,2021-12-04 11:03:52-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.4067583333, -73.97542]",research,,https://www.inaturalist.org/observations/102569636
102569376,Atlantic Menhaden,2021-12-04 12:09:57-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.406575, -73.981705]",research,,https://www.inaturalist.org/observations/102569376
102547464,Atlantic Menhaden,2021-12-04 11:03:53-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.4068033333, -73.9753883333]",research,,https://www.inaturalist.org/observations/102547464
102542260,Atlantic Menhaden,2021-12-04 11:04:15-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.4068133333, -73.975395]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/102542260
102479214,Atlantic Menhaden,2021-12-04 11:04:12-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.4068333333, -73.97542]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/102479214
102471786,Atlantic Menhaden,2021-12-04 11:04:03-05:00,"Raritan Bay, Highlands, NJ, US","[40.4069617103, -73.9754243735]",research,,https://www.inaturalist.org/observations/102471786
102471667,Atlantic Menhaden,2021-12-04 11:04:01-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US","[40.4068113503, -73.9753979582]",research,,https://www.inaturalist.org/observations/102471667
102317925,Atlantic Menhaden,2021-12-01 14:53:53-05:00,"Shore Dr, Cape May, NJ, US","[39.00378055, -74.9538033333]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/102317925
101922092,Atlantic Menhaden,2021-11-25 14:48:23-05:00,"Fort Lee, NJ 07024, USA","[40.8616105, -73.9545140278]",research,,https://www.inaturalist.org/observations/101922092
100591136,Atlantic Menhaden,2021-11-07 14:40:00-05:00,"Perth Amboy, NJ, USA","[40.5095970059, -74.2889161162]",research,,https://www.inaturalist.org/observations/100591136
100591125,Atlantic Menhaden,2021-11-07 14:37:00-05:00,"Perth Amboy, NJ, USA","[40.5095970059, -74.2889161162]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/100591125
99799669,Atlantic Menhaden,2021-10-30 09:46:45-04:00,"South Amboy, NJ, USA","[40.4793128846, -74.270047769]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/99799669
99798954,Atlantic Menhaden,2021-10-30 09:15:11-04:00,"South Amboy, NJ, USA","[40.4793128846, -74.270047769]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/99798954
99264384,Atlantic Menhaden,2021-10-24 16:58:25-04:00,"Front St, Perth Amboy, NJ, US","[40.5067245754, -74.2621606225]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/99264384
99034585,Atlantic Menhaden,2021-10-06 07:16:00-07:00,"692 Sunset Blvd, Cape May, NJ 08204, USA","[38.9380669, -74.9446344]",research,,https://www.inaturalist.org/observations/99034585
98325933,Atlantic Menhaden,2021-10-15 17:23:08-04:00,"Cape May County, US-NJ, US","[38.9783748745, -74.757317636]",research,,https://www.inaturalist.org/observations/98325933
97310941,Atlantic Menhaden,2021-10-05 12:18:03-04:00,"Maurice River, Port Norris, NJ, US","[39.2295533333, -75.0351638333]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/97310941
96607590,Atlantic Menhaden,2021-09-29 09:19:24+00:00,"South Amboy, NJ, USA","[40.4793128846, -74.270047769]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/96607590
96365937,Atlantic Menhaden,2021-09-27 08:40:50-04:00,"Lake Lily, Cape May Point, NJ, US","[38.936825966, -74.9643499699]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/96365937
94755865,Atlantic Menhaden,2021-09-13 15:07:22-04:00,"Wells Island, West Creek, NJ, US","[39.5393916667, -74.39048]",research,,https://www.inaturalist.org/observations/94755865
94576069,Atlantic Menhaden,2021-09-12 08:21:16-04:00,"South Amboy, NJ, USA","[40.4793128846, -74.270047769]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/94576069
94246371,Atlantic Menhaden,2021-02-06 14:11:00-05:00,"Spring Lake, NJ 07762, USA","[40.1427177398, -74.0320520911]",research,,https://www.inaturalist.org/observations/94246371
93145918,Atlantic Menhaden,2021-08-30 19:44:53-04:00,"Beach Haven West, Stafford Township, NJ 08050, USA","[39.6532369722, -74.219648]",research,,https://www.inaturalist.org/observations/93145918
92553901,Atlantic Menhaden,2021-08-25 13:05:06-04:00,"Cape Island, Cape May, NJ, US","[38.9498583333, -74.908945]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/92553901
92197303,Atlantic Menhaden,2021-08-07 11:50:47-04:00,"Cape May, NJ 08204, USA","[38.9367209722, -74.896966]",research,,https://www.inaturalist.org/observations/92197303
91799126,Atlantic Menhaden,2021-08-19 11:11:27-04:00,"Ocean County, NJ, USA","[39.9716982, -74.0644058]",research,,https://www.inaturalist.org/observations/91799126
91160714,Atlantic Menhaden,2021-08-05 11:06:00-04:00,"Villas, NJ, USA","[39.0156111, -74.949325]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/91160714
89961180,Atlantic Menhaden,2021-08-01 13:01:19-04:00,"Landings Ln, West New York, NJ, US","[40.7830366667, -74.00269445]",research,,https://www.inaturalist.org/observations/89961180
89256143,Atlantic Menhaden,2021-07-30 19:15:37-04:00,"Cape Island, Cape May Point, NJ, US","[38.9400185149, -74.9672264486]",research,,https://www.inaturalist.org/observations/89256143
88679863,Atlantic Menhaden,2021-07-26 05:51:13-04:00,"Monmouth County, US-NJ, US","[40.3330916025, -73.9721741523]",research,,https://www.inaturalist.org/observations/88679863
88318581,Atlantic Menhaden,2021-07-23 08:35:53-04:00,"Little Egg Harbor, West Creek, NJ, US","[39.528343874, -74.2765718748]",research,,https://www.inaturalist.org/observations/88318581
88306239,Atlantic Menhaden,2021-07-23 16:48:05-04:00,"Great Bay Blvd, West Creek, NJ, US","[39.5090905019, -74.3204657548]",research,,https://www.inaturalist.org/observations/88306239
86751905,Atlantic Menhaden,2021-05-09 08:39:00-04:00,"Cape May Point, NJ, USA","[38.9329407374, -74.9650332465]",research,,https://www.inaturalist.org/observations/86751905
86483918,Atlantic Menhaden,2021-07-10 14:13:27-04:00,"Upper New York Bay, Jersey City, NJ, US","[40.6965833333, -74.0529555]",research,,https://www.inaturalist.org/observations/86483918
85776841,Atlantic Menhaden,2021-07-04 14:05:00-04:00,"Cape May County, NJ, USA","[39.0727981902, -74.9133193428]",research,,https://www.inaturalist.org/observations/85776841
85127820,Atlantic Menhaden,2021-06-30 15:58:41-04:00,"Stone Harbor Blvd, Stone Harbor, NJ, US","[39.0578098344, -74.7751314565]",research,,https://www.inaturalist.org/observations/85127820
84836191,Atlantic Menhaden,2021-06-28 07:48:38-04:00,Salem,"[39.4609336853, -75.5361022949]",research,,https://www.inaturalist.org/observations/84836191
83856680,Atlantic Menhaden,2021-06-20 13:59:29-10:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4488979722, -74.0021716111]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/83856680
83856614,Atlantic Menhaden,2021-06-20 13:59:22-10:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4489205833, -74.0022538889]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/83856614
83856447,Atlantic Menhaden,2021-06-20 13:49:15-10:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4496191389, -74.0027334167]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/83856447
83818029,Atlantic Menhaden,2021-06-20 13:57:51-04:00,"Swimming River, Red Bank, NJ, US","[40.3511389108, -74.0777118898]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/83818029
83413433,Atlantic Menhaden,2021-06-17 13:44:25-04:00,"Delaware River, Paulsboro, NJ, US","[39.8560533333, -75.2193666667]",research,"Life Stage: Juvenile, Alive or Dead: Dead",https://www.inaturalist.org/observations/83413433
81864829,Atlantic Menhaden,2021-06-06 10:36:43-04:00,"Port Norris, NJ 08349, USA","[39.19385011, -75.02326615]",research,,https://www.inaturalist.org/observations/81864829
80414538,Atlantic Menhaden,2021-05-26 13:28:07-04:00,"Raritan River, Highland Park, NJ, US","[40.498675, -74.4378883333]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/80414538
80285745,Atlantic Menhaden,2021-05-25 07:04:37-04:00,"Heislerville, NJ, US","[39.1948780227, -75.0180365455]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/80285745
80021294,Atlantic Menhaden,2021-05-23 15:30:00-04:00,"Villas, NJ 08251, USA","[39.0504249046, -74.9276731163]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/80021294
79667722,Atlantic Menhaden,2021-05-21 10:31:15-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4279241445, -73.986050114]",research,,https://www.inaturalist.org/observations/79667722
79346594,Atlantic Menhaden,2021-05-09 18:30:10-04:00,"Columbus Dr, Monmouth Beach, NJ, US","[40.3359265, -73.9873575]",research,,https://www.inaturalist.org/observations/79346594
79339009,Atlantic Menhaden,2021-05-18 16:10:41-04:00,"Columbus Dr, Monmouth Beach, NJ, US","[40.3359265, -73.9873575]",research,,https://www.inaturalist.org/observations/79339009
79338054,Atlantic Menhaden,2021-05-09 16:35:53-04:00,"Columbus Dr, Monmouth Beach, NJ, US","[40.3359265, -73.9873575]",research,,https://www.inaturalist.org/observations/79338054
79320924,Atlantic Menhaden,2021-05-18 17:10:43-04:00,"Ocean Ave, Sea Bright, NJ, US","[40.3764416667, -73.9752116667]",research,,https://www.inaturalist.org/observations/79320924
79001348,Atlantic Menhaden,2021-05-09 11:31:26-04:00,"Columbus Dr, Monmouth Beach, NJ, US","[40.3359265, -73.9873575]",research,,https://www.inaturalist.org/observations/79001348
78899241,Atlantic Menhaden,2021-05-15 15:22:38-04:00,"Jenkinson's Boardwalk, Point Pleasant Beach, NJ, US","[40.0938416667, -74.0358361667]",research,,https://www.inaturalist.org/observations/78899241
78392989,Atlantic Menhaden,2021-05-09 09:41:16-04:00,"Beach Ave, Cape May, NJ, US","[39.0189945, -74.9476466667]",research,,https://www.inaturalist.org/observations/78392989
78084657,Atlantic Menhaden,2021-05-09 12:09:01-04:00,"Strathmere Bay, Ocean City, NJ, US","[39.21597, -74.646575]",research,,https://www.inaturalist.org/observations/78084657
77840697,Atlantic Menhaden,2021-05-06 10:46:00-04:00,"Maurice River, NJ 08314, USA","[39.1925388889, -74.9946333333]",research,,https://www.inaturalist.org/observations/77840697
76238567,Atlantic Menhaden,2021-05-01 14:15:28-04:00,"Shark River, Belmar, NJ, US","[40.1787116667, -74.0330888333]",research,,https://www.inaturalist.org/observations/76238567
76217589,Atlantic Menhaden,2021-05-01 13:47:20-04:00,"Alpine, NJ, USA","[40.9623514, -73.913014]",research,,https://www.inaturalist.org/observations/76217589
75784124,Atlantic Menhaden,2021-04-24 06:40:00-04:00,"Cape May County, US-NJ, US","[39.0286569188, -74.9120954024]",research,,https://www.inaturalist.org/observations/75784124
75622126,Atlantic Menhaden,2021-04-28,"Sandy Hook, Middletown Township, NJ, USA","[40.4683716943, -73.9967541397]",research,,https://www.inaturalist.org/observations/75622126
75235539,Atlantic Menhaden,2021-04-25 17:33:29-04:00,"Sandy Hook Beach, Atlantic Highlands, NJ, US","[40.4486322776, -73.9993162361]",research,,https://www.inaturalist.org/observations/75235539
74638690,Atlantic Menhaden,2021-03-23 13:11:42-04:00,"South Amboy, NJ 08879, USA","[40.47927607, -74.26789021]",research,,https://www.inaturalist.org/observations/74638690
74330122,Atlantic Menhaden,2021-04-17 09:39:00-04:00,"Old Bridge, NJ, USA","[40.4526340435, -74.2299519889]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/74330122
74274919,Atlantic Menhaden,2021-04-17 11:19:00-04:00,"Old Bridge, NJ, USA","[40.4343418602, -74.2718387809]",research,,https://www.inaturalist.org/observations/74274919
74046917,Atlantic Menhaden,2021-04-15 04:21:59-04:00,"Natco Lake, Union Beach, NJ, US","[40.4419668457, -74.1537012743]",research,,https://www.inaturalist.org/observations/74046917
73972968,Atlantic Menhaden,2021-04-14 10:48:00-04:00,"South River, NJ, USA","[40.439005993, -74.3609699251]",research,,https://www.inaturalist.org/observations/73972968
73054413,Atlantic Menhaden,2021-04-05 16:42:49-04:00,"Bayshore Waterfront Park, Port Monmouth, NJ, US","[40.4407, -74.0939555]",research,,https://www.inaturalist.org/observations/73054413
73052967,Atlantic Menhaden,2021-04-04 10:01:22-04:00,"Raritan Bay, Atlantic Highlands, NJ, US","[40.456895, -74.0054388833]",research,,https://www.inaturalist.org/observations/73052967
72927390,Atlantic Menhaden,2021-04-04 15:47:38-04:00,"19th Ave, Belmar, NJ, US","[40.1697575845, -74.0164260513]",research,,https://www.inaturalist.org/observations/72927390
72840568,Atlantic Menhaden,2021-04-03 10:33:00-04:00,"Laurence Harbor, Old Bridge, NJ, USA","[40.4443453674, -74.2619456899]",research,,https://www.inaturalist.org/observations/72840568
72561827,Atlantic Menhaden,2021-03-31 15:53:26-04:00,"Sayreville, NJ 08872, USA","[40.4570549722, -74.3729859722]",research,,https://www.inaturalist.org/observations/72561827
72444471,Atlantic Menhaden,2021-03-29 16:48:29-04:00,"Cheesequake, South Amboy, NJ, US","[40.4391116667, -74.2730033333]",research,,https://www.inaturalist.org/observations/72444471
72228336,Atlantic Menhaden,2021-03-27 18:10:15-04:00,"Sandy Hook Beach, Highlands, NJ, US","[40.4062883333, -73.9813466667]",research,,https://www.inaturalist.org/observations/72228336
72215066,Atlantic Menhaden,2021-03-27 12:44:00-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4508564789, -74.002187702]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/72215066
71387575,Atlantic Menhaden,2021-03-16 15:20:52-04:00,"Sayreville, NJ 08872, USA","[40.4642389722, -74.372619]",research,,https://www.inaturalist.org/observations/71387575
71164055,Atlantic Menhaden,2021-03-13 14:51:13-05:00,"Sandy Hook Beach, Atlantic Highlands, NJ, US","[40.4761065599, -74.0091647935]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/71164055
70966623,Atlantic Menhaden,2021-03-10 11:42:00-05:00,"Laurence Harbor, Old Bridge, NJ, USA","[40.4621233903, -74.2542335872]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/70966623
68411013,Atlantic Menhaden,2021-01-02 12:23:36-05:00,"Raritan Bay, Highlands, NJ, US","[40.40587167, -73.981605]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/68411013
68410921,Atlantic Menhaden,2021-01-02 14:24:41-05:00,"Hartshorne Woods Park, Highlands, NJ, US","[40.38486167, -73.98346667]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/68410921
68286032,Atlantic Menhaden,2021-01-18 10:39:33-05:00,"Sedge Islands, Seaside Park, NJ, US","[39.9148966667, -74.0768195]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/68286032
68253540,Atlantic Menhaden,2021-01-17 14:51:46-05:00,Seidler Beach,"[40.4562172038, -74.2351448536]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/68253540
68243725,Atlantic Menhaden,2021-01-17 09:51:36-05:00,"Ocean County, US-NJ, US","[39.7509792778, -74.1028663056]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/68243725
67982836,Atlantic Menhaden,2020-10-08 09:59:00-04:00,"Cape May Point, NJ, USA","[38.9328307009, -74.9650523601]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67982836
67861608,Atlantic Menhaden,2021-01-10 12:40:26-05:00,"Old Bridge Waterfront Park, South Amboy, NJ, US","[40.460095, -74.24755]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67861608
67538369,Atlantic Menhaden,2021-01-02 13:19:00-05:00,"Ocean County, NJ, USA","[39.7586608975, -74.0947094264]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67538369
67491179,Atlantic Menhaden,2021-01-02 12:39:00-05:00,"Lyndhurst, NJ, USA","[40.7833254363, -74.1038799288]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/67491179
67491178,Atlantic Menhaden,2021-01-02 12:39:00-05:00,"Lyndhurst, NJ, USA","[40.7833339684, -74.103893428]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/67491178
67436832,Atlantic Menhaden,2021-01-01 11:01:00-05:00,"Laurence Harbor, Old Bridge, NJ, USA","[40.4551747582, -74.2347163774]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67436832
67430486,Atlantic Menhaden,2021-01-01 10:07:00-05:00,"Old Bridge, NJ, USA","[40.4527745818, -74.230231724]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67430486
67430485,Atlantic Menhaden,2021-01-01 10:06:00-05:00,"Old Bridge, NJ, USA","[40.4527745818, -74.230231724]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67430485
67430484,Atlantic Menhaden,2021-01-01 10:05:00-05:00,"Old Bridge, NJ, USA","[40.4527745818, -74.230231724]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67430484
67402943,Atlantic Menhaden,2020-12-27 21:15:00-05:00,"Long Beach Island, Ocean Gate, NJ, US","[39.7594534606, -74.0966491048]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67402943
67402829,Atlantic Menhaden,2020-12-27 20:55:00-05:00,"Long Beach Island, Ocean Gate, NJ, US","[39.7606259508, -74.0990328396]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67402829
67369235,Atlantic Menhaden,2020-12-30 14:07:18-05:00,"Gold Coast, Jersey City, NJ, US","[40.6925916667, -74.0682611667]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67369235
67275476,Atlantic Menhaden,2020-12-29 12:54:52-05:00,"Long Beach Island, Ocean Gate, NJ, US","[39.75785, -74.0973138333]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67275476
67266430,Atlantic Menhaden,2020-12-29 15:48:57-05:00,"Long Beach Island, Ocean Gate, NJ, US","[39.7585942082, -74.095713931]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67266430
67253608,Atlantic Menhaden,2020-12-02 13:00:06-05:00,"Upper New York Bay, Jersey City, NJ, US","[40.6931033349, -74.0676111667]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67253608
67168036,Atlantic Menhaden,2020-12-27 14:26:26-05:00,"Alpine, NJ 07620, USA","[40.9297666667, -73.9247222222]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67168036
67108046,Atlantic Menhaden,2020-12-19 16:14:18-05:00,"Bay Dr, Cape May, NJ, US","[39.00663333, -74.95310333]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/67108046
66801988,Atlantic Menhaden,2020-12-19 14:32:00-05:00,"Fort Lee, NJ 07024, USA","[40.84625, -73.9735805556]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/66801988
66801987,Atlantic Menhaden,2020-12-19 14:32:00-05:00,"Bergen, New Jersey, United States","[40.84625, -73.9735805556]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/66801987
66665449,Atlantic Menhaden,2020-12-15 16:22:54-05:00,"Highlands, NJ 07732, USA","[40.4168244906, -73.9843723923]",research,,https://www.inaturalist.org/observations/66665449
66215079,Atlantic Menhaden,2020-12-06 15:51:24-05:00,"Sayreville, NJ 08872, USA","[40.460853, -74.375365]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/66215079
66059557,Atlantic Menhaden,2020-12-03 15:59:51-05:00,"Raritan Bay, South Amboy, NJ, US","[40.4911283536, -74.2691302393]",research,,https://www.inaturalist.org/observations/66059557
66027473,Atlantic Menhaden,2020-11-25 11:51:00-05:00,"208 Broadway, Barnegat Light, NJ 08006, USA","[39.7632135, -74.1063824]",research,,https://www.inaturalist.org/observations/66027473
65945620,Atlantic Menhaden,2020-12-01 12:00:18-05:00,"Raritan Bay, South Amboy, NJ, US","[40.4801279279, -74.2681713898]",research,,https://www.inaturalist.org/observations/65945620
65941131,Atlantic Menhaden,2020-11-27 10:18:00-05:00,"Bergen, New Jersey, United States","[40.7876816667, -74.1117866667]",research,,https://www.inaturalist.org/observations/65941131
65910959,Atlantic Menhaden,2020-11-28 13:28:00-05:00,"Old Bridge, NJ, USA","[40.4524669336, -74.2286094512]",research,,https://www.inaturalist.org/observations/65910959
65830995,Atlantic Menhaden,2020-11-29 10:29:00-05:00,"Lyndhurst, NJ, USA","[40.7830183333, -74.1034616667]",research,,https://www.inaturalist.org/observations/65830995
